ARG100	ORF	ARG100	CAF0006874	PMID: 8194754|CGD_REF: CAL0080661	unknown ploidy, classical genetics	unspecified		Other C. albicans	auxotrophy	arginine						C. albicans
C1_01050C_A	ORF		CAL0000194246	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SC medium					C. albicans
C1_01050C_A	ORF		CAL0000194246	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YNB medium					C. albicans
C1_01050C_A	ORF		CAL0000194246	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SLAD medium					C. albicans
C1_01060W_A	ORF	MBF1	CAL0000194672	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01060W_A	ORF	MBF1	CAL0000194672	PMID: 25999923|CGD_REF: CAL0000212667	homozygous diploid, classical genetics	null		SC5314	virulence: decreased						mouse intravenous infection	C. albicans
C1_01060W_A	ORF	MBF1	CAL0000194672	PMID: 25999923|CGD_REF: CAL0000212667	homozygous diploid, classical genetics	null		SC5314	virulence: decreased						insect infection (G. mellonella larvae infection model)	C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 17275302|CGD_REF: CAL0117325	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 21457451|CGD_REF: CAL0141864	homozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 22886468|CGD_REF: CAL0000157678	homozygous diploid, classical genetics	null		BWP17	virulence: decreased						mouse intravenous infection	C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 19755168|CGD_REF: CAL0124242	homozygous diploid, classical genetics	null		Not recorded	resistance to chemicals: decreased	lithium chloride						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 19755168|CGD_REF: CAL0124242	homozygous diploid, classical genetics	null		Not recorded	resistance to chemicals: decreased	sodium dodecyl sulfate						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20865172|CGD_REF: CAL0126252	homozygous diploid, classical genetics	null		SN95	resistance to chemicals: decreased	fluconazole						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20865172|CGD_REF: CAL0126252	homozygous diploid, classical genetics	null		SN95	resistance to chemicals: decreased	fenpropimorph						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20865172|CGD_REF: CAL0126252	homozygous diploid, classical genetics	null		SN95	resistance to chemicals: decreased	terbinafine						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 22886468|CGD_REF: CAL0000157678	homozygous diploid, classical genetics	null		BWP17	hyphal growth: decreased							C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 17275302|CGD_REF: CAL0117325	homozygous diploid, classical genetics	null		CAI-4	hyphal growth: abnormal			abnormal directional growth of hyphae				C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 19154328|CGD_REF: CAL0122236	homozygous diploid, classical genetics	null		Other C. albicans	hyphal growth: abnormal		semisolid substrate	decreased hyphal tip oscillation				C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 17275302|CGD_REF: CAL0117325	homozygous diploid, classical genetics	null		Not recorded	chemical compound accumulation: abnormal	calcium						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 22886468|CGD_REF: CAL0000157678	homozygous diploid, classical genetics	null		BWP17	oxidative stress resistance: decreased	hydrogen peroxide						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 22886468|CGD_REF: CAL0000157678	homozygous diploid, classical genetics	null		BWP17	oxidative stress resistance: decreased	menadione						C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 22886468|CGD_REF: CAL0000157678	homozygous diploid, classical genetics	null		BWP17	invasive growth: decreased							C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SC medium					C. albicans
C1_01100W_A	ORF	CCH1	CAL0000177769	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SLAD medium					C. albicans
C1_01110C_A	ORF	ZPR1	CAL0000194324	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	biofilm formation: normal							C. albicans
C1_01110C_A	ORF	ZPR1	CAL0000194324	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01110C_A	ORF	ZPR1	CAL0000194324	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	viable							C. albicans
C1_01130W_A	ORF		CAL0000190294	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01140C_A	ORF		CAL0000184544	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01150C_A	ORF		CAL0000175964	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01160C_A	ORF		CAL0000191551	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01160C_A	ORF		CAL0000191551	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	biofilm formation: normal							C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	hyphal growth: increased							C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 17555439|CGD_REF: CAL0117968	homozygous diploid, classical genetics	null		Not recorded	survival rate in stationary phase: decreased							C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	viable							C. albicans
C1_01170C_A	ORF	ZCF17	CAL0000198600	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01190C_A	ORF		CAL0000179574	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	viable							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 22073120|CGD_REF: CAL0000143592	homozygous diploid, classical genetics	null		BWP17	colony appearance: abnormal			increased colony wrinkling				C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	biofilm formation: normal							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 15964282|CGD_REF: CAL0114274	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	viable							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 19463063|CGD_REF: CAL0123630	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	viable							C. albicans
C1_01200W_A	ORF	STB5	CAL0000195243	PMID: 19463063|CGD_REF: CAL0123630	homozygous diploid, systematic mutation set (split-marker transposon insertion strategy to disrupt both alleles)	null		BWP17	virulence: normal		Toll mutant D. melanogaster invasive infection				insect infection	C. albicans
C1_01240W_A	ORF	IFD3	CAL0000176253	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01240W_A	ORF	IFD3	CAL0000176253	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01240W_A	ORF	IFD3	CAL0000176253	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01240W_A	ORF	IFD3	CAL0000176253	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01240W_A	ORF	IFD3	CAL0000176253	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01260C_A	ORF	TRS20	CAL0000197935	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01260C_A	ORF	TRS20	CAL0000197935	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, competitive growth (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: normal						mouse intravenous infection	C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 19779551|CGD_REF: CAL0124331	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 19779551|CGD_REF: CAL0124331	homozygous diploid, classical genetics	null		Not recorded	colony appearance: abnormal		solid Spider medium					C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: abnormal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01270W_A	ORF	CTA9	CAL0000188386	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01280C_A	ORF	MED22	CAL0000189257	PMID: 25375174|CGD_REF: CAL0000202090	homozygous diploid, systematic mutation set (GRACE strain collection)	repressible		CAI-4	inviable		repressing conditions (YPD+100 ug/ml tetracycline or 20 ug/ml doxycycline)					C. albicans
C1_01280C_A	ORF	MED22	CAL0000189257	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01290C_A	ORF		CAL0000176136	PMID: 20494978|CGD_REF: CAL0125636	heterozygous diploid, classical genetics	null		BWP17	resistance to chemicals: decreased	clotrimazole (75 uM)	growth in liquid culture	confirmation of mutant phenotypes for heterozygous transposon insertion strains showing sensitivity in a large-scale assay				C. albicans
C1_01300W_A	ORF		CAL0000188904	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01320W_A	ORF	MRS7	CAL0000199751	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01320W_A	ORF	MRS7	CAL0000199751	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01330C_A	ORF	DUT1	CAL0000195525	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01360C_A	ORF		CAL0000195378	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01370C_A	ORF	RPS21B	CAL0000190545	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C1_01370C_A	ORF	RPS21B	CAL0000190545	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SC medium					C. albicans
C1_01370C_A	ORF	RPS21B	CAL0000190545	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SLAD medium					C. albicans
C1_01380C_A	ORF	TRM2	CAL0000192336	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01400C_A	ORF		CAL0000174729	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01400C_A	ORF		CAL0000174729	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 17351079|CGD_REF: CAL0117784	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 17351079|CGD_REF: CAL0117784	homozygous diploid, classical genetics	null		Not recorded	cell shape: abnormal			cells are elongated				C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 17351079|CGD_REF: CAL0117784	homozygous diploid, classical genetics	null		Not recorded	cytokinesis: absent							C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01420C_A	ORF	CRL1	CAL0000197260	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 14663094|CGD_REF: CAL0080633	homozygous diploid, systematic mutation set (homozygous insertion mutants generated with URA3-ARG4-URA3 (UAU1) cassette)	null		BWP17	viable							C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01440C_A	ORF	POX18	CAL0000179404	PMID: 14663094|CGD_REF: CAL0080633	homozygous diploid, systematic mutation set (homozygous insertion mutants generated with URA3-ARG4-URA3 (UAU1) cassette)	null		BWP17	viable							C. albicans
C1_01450W_A	ORF	ABC1	CAL0000176669	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C1_01460W_A	ORF		CAL0000187100	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01470W_A	ORF		CAL0000175438	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01470W_A	ORF		CAL0000175438	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01480C_A	ORF	RPS21	CAL0000191073	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01490W_A	ORF		CAL0000177503	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01490W_A	ORF		CAL0000177503	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: decreased		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01490W_A	ORF		CAL0000177503	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01490W_A	ORF		CAL0000177503	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	resistance to chemicals: decreased	menadione						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	virulence: normal						mouse intravenous infection	C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	heterozygous diploid, classical genetics	null		Not recorded	viable							C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: decreased	menadione						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: decreased	menadione						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: decreased	paraquat						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: increased	lithium chloride						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: increased	diamide						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: increased	diamide						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	oxidative stress resistance: increased	diamide						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	heterozygous diploid, classical genetics	overexpression		Not recorded	metal resistance: decreased	lithium						C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 19019164|CGD_REF: CAL0121070	homozygous diploid, classical genetics	null		Not recorded	interaction with host/environment: normal			wild-type reactive oxygen species accumulation during response to macrophages			in vitro model of infection	C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01520C_A	ORF	SOD2	CAL0000191321	PMID: 12898709|CGD_REF: CAL0081932	heterozygous diploid, classical genetics	overexpression		Not recorded	virulence: normal						mouse intravenous infection	C. albicans
C1_01530C_A	ORF		CAL0000176283	PMID: 16607011|CGD_REF: CAL0115846	homozygous diploid, classical genetics	null		SC5314	inviable			homozygous null mutant strain could not be recovered, suggesting that the gene is essential under the selection conditions				C. albicans
C1_01530C_A	ORF		CAL0000176283	PMID: 16607011|CGD_REF: CAL0115846	heterozygous diploid, classical genetics	null		SC5314	viable							C. albicans
C1_01530C_A	ORF		CAL0000176283	PMID: 16607011|CGD_REF: CAL0115846	heterozygous diploid, classical genetics	repressible		SC5314	inviable							C. albicans
C1_01530C_A	ORF		CAL0000176283	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	viable							C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, competitive growth (competitive growth in the mouse host using null mutant set generated with virulence-neutral markers)	null		SN152	competitive fitness: normal		growth in BALB/c mouse host	R\I score is the median log2(R/I) value representing abundance of the mutant in recovered pool relative to inoculum			mouse intravenous infection	C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	colony appearance: normal		solid Spider medium	Morphology (M) score represents relative sizes of central and peripheral regions of colony				C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 20543849|CGD_REF: CAL0125565	homozygous diploid, systematic mutation set	null		SN152	vegetative growth: normal rate		liquid synthetic complete medium					C. albicans
C1_01560W_A	ORF	SIZ1	CAL0000196444	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YNB medium					C. albicans
C1_01570C_A	ORF	RPB7	CAL0000194040	PMID: 19623926|CGD_REF: CAL0124054	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: increased	parnafungin						C. albicans
C1_01570C_A	ORF	RPB7	CAL0000194040	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01580W_A	ORF		CAL0000194298	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01580W_A	ORF		CAL0000194298	PMID: 21135205|CGD_REF: CAL0139967	heterozygous diploid, large-scale survey (large-scale identification of genes essential for virulence in mouse)	repressible		CAI-4	virulence: absent						mouse intravenous infection	C. albicans
C1_01590C_A	ORF		CAL0000182792	PMID: 19623926|CGD_REF: CAL0124054	heterozygous diploid, competitive growth (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	resistance to chemicals: increased	parnafungin						C. albicans
C1_01590C_A	ORF		CAL0000182792	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01620C_A	ORF		CAL0000201366	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01630W_A	ORF		CAL0000177587	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	invasive growth: decreased		solid SLAD media					C. albicans
C1_01640W_A	ORF	RPS42	CAL0000191446	PMID: 25937438|CGD_REF: CAL0000212600	homozygous diploid, classical genetics	null		CAI-4	viable							C. albicans
C1_01650W_A	ORF	ISN1	CAL0000179159	PMID: 17604452|CGD_REF: CAL0118249	heterozygous diploid, large-scale survey (haploinsufficient phenotype assay, barcode deletion set)	null		SC5314	viable							C. albicans
C1_01650W_A	ORF	ISN1	CAL0000179159	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YPD medium					C. albicans
C1_01650W_A	ORF	ISN1	CAL0000179159	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		SC medium					C. albicans
C1_01650W_A	ORF	ISN1	CAL0000179159	PMID: 20949076|CGD_REF: CAL0126511	heterozygous diploid, competitive growth	null		BWP17	haploinsufficient		YNB medium					C. albicans
